(0.23, 7, 4506)
(0.27, 12, 15422)
(0.2, 22, 7704)
(0.16, 7, 856)
(0.12, 14, 1726)
(0.29, 20, 50000)
(0.05, 18, 1039)
(0.19, 4, 781)
(0.18, 20, 6174)
(0.3, 2, 457)
(0.16, 6, 763)
(0.05, 24, 1028)
(0.1, 6, 426)
(0.06, 9, 412)
(0.03, 2, 324)
(0.09, 11, 797)
(0.01, 3, 668)
(0.11, 19, 688)
(0.27, 15, 28460)
(0.15, 19, 1303)
(0.08, 9, 581)
(0.15, 11, 1650)
(0.11, 23, 1932)
(0.01, 10, 731)
(0.01, 17, 1388)
(0.17, 19, 4803)
(0.1, 12, 416)
(0.05, 6, 207)
(0.01, 11, 1899)
(0.0, 22, 23702)
(0.21, 18, 9655)
(0.16, 4, 466)
(0.08, 3, 163)
(0.11, 17, 606)
(0.14, 2, 261)
(0.15, 3, 248)
(0.24, 7, 2798)
(0.11, 19, 1793)
(0.21, 22, 11810)
(0.2, 18, 11905)
(0.14, 14, 3218)
(0.18, 7, 1211)
(0.03, 20, 1596)
(0.16, 15, 2917)
(0.15, 5, 505)
(0.12, 12, 943)
(0.06, 15, 993)
(0.0, 12, 5812)
(0.1, 7, 320)
(0.08, 25, 1259)
(0.08, 15, 431)
(0.13, 1, 306)
(0.29, 22, 50000)
(0.11, 1, 208)
(0.16, 18, 2146)
(0.17, 10, 971)
(0.29, 14, 50000)
(0.1, 18, 1312)
(0.11, 21, 1489)
(0.06, 2, 180)
(0.29, 10, 46131)
(0.02, 25, 1611)
(0.02, 18, 788)
(0.24, 20, 13797)
(0.03, 14, 356)
(0.12, 1, 234)
(0.04, 8, 809)
(0.12, 24, 3343)
(0.07, 11, 460)
(0.25, 4, 4066)
(0.18, 7, 1279)
(0.06, 6, 238)
(0.23, 25, 11884)
(0.14, 8, 493)
(0.03, 5, 301)
(0.13, 22, 2657)
(0.21, 15, 8933)
(0.09, 25, 965)
(0.25, 25, 44055)
(0.02, 9, 414)
(0.27, 23, 43597)
(0.09, 25, 946)
(0.09, 8, 536)
(0.13, 9, 836)
(0.18, 16, 3711)
(0.29, 25, 50000)
(0.17, 12, 2404)
(0.14, 6, 669)
(0.01, 12, 488)
(0.27, 19, 13560)
(0.28, 13, 25886)
(0.07, 11, 268)
(0.22, 2, 273)
(0.18, 22, 4566)
(0.19, 19, 7769)
(0.22, 3, 1180)
(0.12, 19, 1457)
(0.01, 3, 489)
(0.21, 21, 3902)
(0.27, 22, 22070)
(0.09, 14, 383)
(0.16, 14, 2626)
(0.0, 3, 5850)
(0.05, 14, 683)
(0.22, 21, 11309)
(0.16, 9, 1767)
(0.1, 5, 169)
(0.22, 4, 1676)
(0.28, 2, 489)
(0.27, 15, 15430)
(0.17, 5, 697)
(0.12, 1, 317)
(0.03, 11, 673)
(0.2, 1, 295)
(0.15, 17, 1235)
(0.28, 7, 8007)
(0.23, 14, 4105)
(0.16, 23, 4107)
(0.05, 11, 557)
(0.24, 25, 24177)
(0.11, 10, 575)
(0.25, 23, 34417)
(0.08, 24, 1580)
(0.16, 6, 764)
(0.06, 10, 543)
(0.3, 22, 50000)
(0.28, 4, 5321)
(0.0, 5, 5783)
(0.25, 7, 6420)
(0.12, 11, 2079)
(0.19, 12, 2772)
(0.13, 15, 1675)
(0.25, 25, 37587)
(0.02, 25, 1153)
(0.03, 25, 1779)
(0.08, 3, 151)
(0.22, 21, 14072)
(0.12, 14, 536)
(0.05, 23, 879)
(0.12, 23, 3849)
(0.03, 9, 404)
(0.15, 25, 3892)
(0.09, 5, 215)
(0.01, 19, 3416)
(0.07, 1, 296)
(0.25, 7, 5269)
(0.23, 24, 14180)
(0.2, 19, 6675)
(0.04, 25, 860)
(0.16, 2, 267)
(0.08, 18, 944)
(0.16, 1, 310)
(0.05, 2, 190)
(0.02, 2, 397)
(0.0, 25, 21966)
(0.01, 12, 1594)
(0.01, 5, 660)
(0.12, 15, 2011)
(0.25, 12, 11502)
(0.26, 18, 29898)
(0.25, 2, 716)
(0.23, 6, 2502)
(0.23, 23, 13649)
(0.07, 14, 851)
(0.26, 17, 22549)
(0.16, 20, 4059)
(0.08, 11, 591)
(0.0, 13, 9837)
(0.16, 20, 3665)
(0.04, 8, 243)
(0.12, 20, 3491)
(0.28, 3, 2144)
(0.11, 1, 264)
(0.18, 12, 3267)
(0.13, 25, 2519)
(0.03, 23, 983)
(0.09, 1, 308)
(0.25, 6, 9260)
(0.0, 8, 4914)
(0.07, 16, 741)
(0.05, 16, 551)
(0.04, 8, 468)
(0.26, 24, 50000)
(0.16, 13, 1273)
(0.24, 15, 10492)
(0.14, 22, 6088)
(0.18, 14, 4383)
(0.04, 22, 632)
(0.11, 1, 279)
(0.22, 15, 9280)
(0.25, 20, 27901)
(0.27, 12, 21527)
(0.01, 15, 795)
(0.27, 8, 8500)
(0.19, 10, 3112)
(0.23, 2, 333)
(0.14, 12, 1260)
(0.2, 17, 7302)
(0.03, 2, 267)
(0.04, 8, 269)
(0.26, 11, 10383)
(0.04, 20, 625)
(0.25, 12, 16407)
(0.22, 6, 2803)
(0.11, 10, 527)
(0.07, 1, 381)
(0.11, 6, 464)
(0.2, 7, 994)
(0.1, 4, 168)
(0.03, 14, 570)
(0.06, 23, 438)
(0.13, 12, 905)
(0.25, 25, 24093)
(0.18, 14, 4560)
(0.28, 10, 13911)
(0.19, 8, 1822)
(0.3, 5, 9205)
(0.02, 8, 680)
(0.23, 6, 4130)
(0.29, 23, 50000)
(0.23, 1, 422)
(0.2, 9, 1119)
(0.14, 8, 564)
(0.0, 16, 10700)
(0.08, 20, 1134)
(0.05, 5, 231)
(0.23, 10, 7695)
(0.17, 23, 8174)
(0.08, 10, 537)
(0.18, 3, 432)
(0.07, 6, 296)
(0.09, 6, 238)
(0.25, 3, 711)
(0.04, 7, 475)
(0.18, 3, 632)
(0.03, 22, 1100)
(0.11, 7, 367)
(0.2, 6, 2128)
(0.19, 8, 2859)
(0.3, 6, 11001)
(0.27, 1, 578)
(0.3, 9, 37146)
(0.13, 1, 214)
(0.06, 15, 547)
(0.07, 11, 577)
(0.09, 3, 313)
(0.09, 13, 642)
(0.16, 2, 370)
(0.08, 20, 901)
(0.05, 10, 514)
(0.08, 21, 874)
(0.01, 17, 1420)
(0.07, 25, 1056)
(0.26, 6, 3310)
(0.19, 1, 330)
(0.12, 5, 457)
(0.2, 24, 8736)
(0.2, 3, 376)
(0.18, 10, 1195)
(0.09, 15, 918)
(0.02, 4, 277)
(0.25, 5, 2038)
(0.03, 21, 437)
(0.07, 14, 778)
(0.23, 10, 6975)
(0.2, 5, 1679)
(0.2, 21, 6061)
(0.14, 3, 562)
(0.16, 9, 1085)
(0.11, 9, 805)
(0.02, 13, 558)
(0.17, 12, 2107)
(0.06, 12, 582)
(0.22, 9, 4786)
(0.25, 9, 5205)
(0.08, 9, 485)
(0.02, 25, 1695)
(0.16, 22, 2652)
(0.3, 9, 24441)
(0.21, 9, 2587)
(0.16, 10, 2078)
(0.05, 9, 333)
(0.28, 13, 23027)
(0.08, 10, 622)
(0.18, 10, 3114)
(0.19, 7, 2311)
(0.01, 8, 541)
(0.07, 25, 2212)
(0.04, 11, 301)
(0.13, 24, 2368)
(0.14, 6, 775)
(0.18, 20, 16292)
(0.0, 4, 4439)
(0.0, 7, 5051)
(0.23, 5, 985)
(0.06, 3, 220)
(0.01, 15, 1417)
(0.06, 16, 504)
(0.08, 11, 334)
(0.0, 17, 22937)
(0.29, 3, 2028)
(0.19, 8, 1614)
(0.03, 23, 980)
(0.08, 11, 553)
(0.01, 15, 1167)
(0.18, 2, 428)
(0.2, 2, 698)
(0.25, 24, 18140)
(0.22, 22, 11120)
(0.19, 1, 214)
(0.08, 14, 700)
(0.07, 7, 352)
(0.03, 3, 213)
(0.11, 24, 2897)
(0.1, 2, 181)
(0.24, 7, 3792)
(0.03, 16, 960)
(0.15, 13, 1628)
(0.04, 21, 1301)
(0.16, 3, 355)
(0.21, 25, 12146)
(0.15, 3, 352)
(0.03, 10, 573)
(0.1, 10, 832)
(0.01, 6, 352)
(0.15, 9, 882)
(0.02, 7, 355)
(0.23, 5, 441)
(0.08, 16, 921)
(0.07, 10, 474)
(0.03, 15, 793)
(0.1, 18, 1323)
(0.28, 13, 16718)
(0.16, 23, 4136)
(0.29, 23, 50000)
(0.0, 10, 10110)
(0.0, 9, 9057)
(0.18, 13, 3938)
(0.27, 17, 12860)
(0.06, 24, 859)
(0.1, 1, 216)
(0.13, 4, 532)
(0.06, 23, 925)
(0.03, 22, 872)
(0.28, 3, 5090)
(0.12, 21, 2345)
(0.02, 17, 830)
(0.11, 10, 527)
(0.28, 1, 485)
(0.28, 10, 15943)
(0.24, 22, 24462)
(0.21, 19, 13809)
(0.19, 24, 6397)
(0.2, 15, 7675)
(0.14, 16, 1528)
(0.28, 13, 15153)
(0.28, 1, 411)
(0.12, 16, 1429)
(0.17, 6, 892)
(0.1, 17, 1121)
(0.27, 9, 13032)
(0.09, 16, 1959)
(0.18, 7, 1199)
(0.12, 24, 2606)
(0.2, 5, 1268)
(0.25, 16, 16633)
(0.14, 5, 228)
(0.2, 7, 4192)
(0.21, 22, 9195)
(0.18, 6, 980)
(0.01, 5, 553)
(0.14, 5, 835)
(0.09, 17, 569)
(0.22, 23, 26989)
(0.21, 12, 3681)
(0.16, 17, 2491)
(0.09, 2, 217)
(0.21, 18, 6498)
(0.09, 3, 170)
(0.2, 23, 7297)
(0.19, 20, 6606)
(0.15, 8, 1025)
(0.2, 12, 6085)
(0.22, 8, 3719)
(0.07, 13, 978)
(0.2, 23, 8820)
(0.06, 16, 749)
(0.03, 4, 228)
(0.29, 5, 6158)
(0.2, 18, 3582)
(0.07, 23, 1373)
(0.2, 3, 1213)
(0.02, 25, 2034)
(0.05, 12, 437)
(0.07, 23, 524)
(0.18, 1, 287)
(0.2, 8, 2574)
(0.21, 21, 6181)
(0.04, 6, 368)
(0.13, 22, 1813)
(0.2, 1, 323)
(0.26, 18, 44069)
(0.11, 22, 1354)
(0.21, 1, 275)
(0.06, 23, 864)
(0.23, 1, 569)
(0.3, 13, 37797)
(0.02, 3, 274)
(0.18, 25, 3650)
(0.14, 21, 4759)
(0.13, 25, 2017)
(0.09, 1, 261)
(0.26, 6, 6750)
(0.0, 19, 9339)
(0.27, 1, 426)
(0.02, 3, 309)
(0.0, 16, 12685)
(0.0, 16, 13986)
(0.2, 4, 1238)
(0.05, 16, 581)
(0.13, 10, 638)
(0.14, 17, 1435)
(0.03, 9, 522)
(0.25, 8, 7149)
(0.12, 12, 1343)
(0.02, 13, 714)
(0.08, 18, 512)
(0.03, 23, 1124)
(0.06, 20, 852)
(0.23, 19, 17470)
(0.27, 8, 5051)
(0.16, 18, 3045)
(0.29, 20, 50000)
(0.22, 5, 2131)
(0.08, 16, 850)
(0.05, 18, 790)
(0.17, 3, 327)
(0.0, 5, 3347)
(0.0, 14, 9384)
(0.18, 18, 3724)
(0.23, 12, 4886)
(0.09, 4, 277)
(0.05, 3, 207)
(0.07, 4, 248)
(0.12, 16, 1202)
(0.22, 18, 9236)
(0.25, 1, 350)
(0.08, 16, 886)
(0.19, 22, 7114)
(0.11, 22, 1697)
(0.01, 15, 1979)
(0.24, 15, 13844)
(0.05, 8, 451)
(0.24, 13, 13563)
(0.08, 23, 1299)
(0.06, 11, 404)
(0.23, 20, 45429)
(0.11, 11, 312)
(0.21, 13, 5005)
(0.05, 1, 376)
(0.19, 15, 4624)
(0.01, 14, 1411)
(0.12, 15, 1033)
(0.13, 8, 746)
(0.24, 19, 9358)
(0.02, 19, 1588)
(0.27, 22, 40581)
(0.28, 16, 38535)
(0.26, 6, 2767)
(0.07, 13, 834)
(0.02, 23, 1077)
(0.14, 19, 3497)
(0.11, 1, 255)
(0.15, 25, 4966)
(0.11, 15, 587)
(0.19, 20, 5771)
(0.19, 24, 5069)
(0.2, 23, 15016)
(0.2, 22, 9852)
(0.26, 19, 24416)
(0.06, 17, 790)
(0.3, 25, 50000)
(0.1, 5, 299)
(0.19, 12, 3929)
(0.23, 9, 3596)
(0.04, 22, 721)
(0.29, 5, 2453)
(0.13, 13, 1353)
(0.1, 4, 339)
(0.22, 11, 6024)
(0.16, 22, 4959)
(0.07, 9, 275)
(0.1, 24, 2377)
(0.06, 17, 592)
(0.23, 9, 10201)
(0.04, 15, 923)
(0.04, 3, 219)
(0.14, 1, 258)
(0.24, 16, 26655)
(0.29, 20, 45290)
(0.27, 22, 37342)
(0.04, 15, 1156)
(0.09, 8, 557)
(0.2, 3, 1361)
(0.24, 17, 11677)
(0.21, 9, 3745)
(0.16, 12, 1871)
(0.05, 1, 307)
(0.03, 2, 271)
(0.18, 1, 484)
(0.17, 17, 3213)
(0.24, 4, 1722)
(0.17, 20, 6019)
(0.07, 14, 1151)
(0.01, 19, 1196)
(0.12, 10, 889)
(0.2, 11, 2470)
(0.2, 13, 2147)
(0.24, 4, 1124)
(0.27, 6, 2941)
(0.27, 14, 22752)
(0.18, 12, 4278)
(0.12, 22, 1412)
(0.16, 10, 1090)
(0.19, 24, 4149)
(0.18, 7, 1953)
(0.26, 16, 29409)
(0.04, 2, 233)
(0.02, 20, 1194)
(0.01, 2, 447)
(0.21, 1, 267)
(0.01, 12, 861)
(0.14, 15, 2692)
(0.21, 21, 8803)
(0.27, 25, 41789)
(0.17, 16, 2797)
(0.08, 13, 1362)
(0.04, 1, 422)
(0.13, 25, 2736)
(0.08, 3, 148)
(0.29, 6, 9843)
(0.01, 15, 1362)
(0.18, 18, 5984)
(0.28, 12, 16209)
(0.24, 20, 14938)
(0.18, 22, 4355)
(0.29, 17, 50000)
(0.18, 22, 3705)
(0.04, 18, 920)
(0.25, 4, 1185)
(0.08, 12, 982)
(0.01, 24, 1782)
(0.19, 20, 5053)
(0.03, 8, 268)
(0.17, 8, 741)
(0.04, 5, 213)
(0.13, 24, 2480)
(0.04, 20, 520)
(0.29, 24, 50000)
(0.11, 2, 170)
(0.15, 22, 3563)
(0.04, 14, 388)
(0.22, 20, 10478)
(0.16, 10, 1407)
(0.27, 25, 38953)
(0.25, 3, 883)
(0.07, 19, 677)
(0.09, 1, 316)
(0.29, 13, 48061)
(0.07, 11, 492)
(0.16, 13, 1344)
(0.1, 1, 255)
(0.26, 19, 28785)
(0.08, 24, 709)
(0.04, 4, 409)
(0.07, 7, 287)
(0.15, 23, 3565)
(0.23, 24, 10966)
(0.16, 17, 2868)
(0.27, 18, 21524)
(0.08, 4, 225)
(0.04, 18, 649)
(0.07, 17, 1031)
(0.25, 6, 3155)
(0.03, 15, 883)
(0.04, 18, 1050)
(0.22, 9, 8455)
(0.14, 10, 1288)
(0.01, 21, 1862)
(0.11, 1, 282)
(0.29, 21, 50000)
(0.13, 15, 1237)
(0.15, 9, 1367)
(0.05, 16, 860)
(0.23, 4, 1417)
(0.04, 19, 616)
(0.2, 9, 3095)
(0.08, 16, 1007)
(0.28, 12, 21885)
(0.07, 1, 309)
(0.26, 16, 17476)
(0.05, 25, 1085)
(0.12, 25, 1410)
(0.29, 10, 15508)
(0.12, 5, 317)
(0.15, 18, 2153)
(0.18, 22, 5369)
(0.01, 16, 2620)
(0.07, 19, 873)
(0.13, 11, 1178)
(0.0, 1, 8307)
(0.28, 23, 50000)
(0.3, 8, 40934)
(0.27, 16, 20384)
(0.18, 7, 1534)
(0.0, 18, 13359)
(0.08, 7, 259)
(0.01, 5, 568)
(0.04, 23, 747)
(0.29, 5, 7843)
(0.05, 16, 472)
(0.0, 3, 4222)
(0.26, 24, 47663)
(0.08, 24, 1103)
(0.05, 15, 378)
(0.02, 1, 603)
(0.17, 14, 1336)
(0.25, 22, 25141)
(0.02, 18, 970)
(0.0, 1, 6980)
(0.2, 15, 5126)
(0.09, 18, 1193)
(0.1, 5, 291)
(0.06, 12, 642)
(0.02, 6, 373)
(0.21, 20, 12942)
(0.27, 19, 50000)
(0.21, 9, 4647)
(0.04, 19, 948)
(0.13, 16, 2162)
(0.05, 13, 436)
(0.16, 16, 3288)
(0.15, 7, 1251)
(0.22, 17, 14180)
(0.14, 23, 3098)
(0.24, 11, 8536)
(0.16, 2, 315)
(0.13, 17, 1948)
(0.14, 5, 687)
(0.17, 22, 4591)
(0.01, 23, 2472)
